ID,Prix,Quantite,Remise,CA_Brut,CA_Net,TVA
622,82.99,14,0,1161.86,1161.86,232.37199999999999
623,59.63,4,5,238.52,226.594,45.3188
624,11.66,13,10,151.58,136.42200000000003,27.284400000000005
625,57.26,8,5,458.08,435.176,87.0352
626,85.64,20,15,1712.8,1455.8799999999999,291.176
627,34.47,7,10,241.29,217.161,43.4322
628,30.39,15,15,455.85,387.4725,77.49450000000002
629,66.6,8,0,532.8,532.8,106.56
630,53.75,11,0,591.25,591.25,118.25
631,73.88,13,20,960.4399999999999,768.352,153.6704
632,91.14,5,0,455.7,455.7,91.14
633,29.86,7,10,209.01999999999998,188.118,37.6236
634,78.21,17,5,1329.57,1263.0914999999998,252.61829999999998
635,95.72,4,15,382.88,325.448,65.0896
636,84.84,6,15,509.04,432.684,86.53680000000001
637,20.49,18,0,368.82,368.82,73.764
638,37.65,10,15,376.5,320.025,64.005
639,36.49,20,15,729.8000000000001,620.33,124.06600000000002
640,85.61,18,20,1540.98,1232.784,246.55680000000004
641,11.42,15,15,171.3,145.60500000000002,29.121000000000006
642,67.91,20,15,1358.1999999999998,1154.4699999999998,230.89399999999998
643,84.01,10,20,840.1,672.08,134.41600000000003
644,8.36,8,20,66.88,53.504,10.700800000000001
645,78.32,4,0,313.28,313.28,62.656
646,49.94,7,15,349.58,297.143,59.428599999999996
647,39.21,3,15,117.63,99.98549999999999,19.9971
648,50.81,3,10,152.43,137.187,27.437400000000004
649,53.15,13,0,690.9499999999999,690.9499999999999,138.19
650,99.17,12,20,1190.04,952.032,190.40640000000002
651,87.77,13,0,1141.01,1141.01,228.202
652,34.18,8,0,273.44,273.44,54.688
653,27.98,5,10,139.9,125.91000000000001,25.182000000000002
654,92.38,7,5,646.66,614.3269999999999,122.86539999999998
655,80.7,20,0,1614.0,1614.0,322.8
656,41.42,18,20,745.5600000000001,596.4480000000001,119.28960000000002
657,26.34,6,15,158.04,134.334,26.8668
658,67.98,4,20,271.92,217.53600000000003,43.50720000000001
659,44.32,9,5,398.88,378.936,75.7872
660,31.76,1,15,31.76,26.996000000000002,5.3992
661,18.97,6,0,113.82,113.82,22.764
662,82.1,12,0,985.1999999999999,985.1999999999999,197.04
663,85.34,11,15,938.74,797.929,159.5858
664,91.86,4,5,367.44,349.068,69.8136
665,32.21,13,10,418.73,376.857,75.37140000000001
666,20.66,15,0,309.9,309.9,61.98
667,95.7,8,5,765.6,727.3199999999999,145.464
668,99.56,16,15,1592.96,1354.016,270.8032
669,80.26,1,0,80.26,80.26,16.052000000000003
670,74.33,2,0,148.66,148.66,29.732
671,22.37,13,0,290.81,290.81,58.162000000000006
672,29.67,15,20,445.05,356.04,71.20800000000001
673,21.45,19,20,407.55,326.04,65.20800000000001
674,25.11,5,10,125.55,112.995,22.599000000000004
675,6.83,12,5,81.96000000000001,77.86200000000001,15.572400000000002
676,87.69,8,15,701.52,596.2919999999999,119.2584
677,53.45,16,15,855.2,726.9200000000001,145.38400000000001
678,79.97,1,10,79.97,71.973,14.3946
679,92.25,20,15,1845.0,1568.25,313.65000000000003
680,25.03,1,15,25.03,21.2755,4.2551000000000005
681,26.8,6,20,160.8,128.64000000000001,25.728000000000005
682,72.75,7,5,509.25,483.78749999999997,96.7575
683,57.85,4,0,231.4,231.4,46.28
684,15.27,7,10,106.89,96.20100000000001,19.2402
685,59.71,13,15,776.23,659.7955,131.9591
686,34.73,8,15,277.84,236.16399999999996,47.2328
687,70.81,6,5,424.86,403.617,80.72340000000001
688,95.64,6,5,573.84,545.148,109.02960000000002
689,88.27,14,10,1235.78,1112.202,222.4404
690,8.13,4,0,32.52,32.52,6.504000000000001
691,94.78,8,20,758.24,606.592,121.3184
692,10.7,5,20,53.5,42.800000000000004,8.56
693,48.18,10,15,481.8,409.53,81.906
694,17.85,4,10,71.4,64.26,12.852000000000002
695,97.3,7,5,681.1,647.045,129.409
696,55.58,5,20,277.9,222.32,44.464
697,24.29,10,15,242.89999999999998,206.46499999999997,41.293
698,12.97,15,15,194.55,165.3675,33.0735
699,31.46,5,0,157.3,157.3,31.460000000000004
700,77.15,14,0,1080.1000000000001,1080.1000000000001,216.02000000000004
701,79.11,9,5,711.99,676.3905,135.2781
702,19.99,16,0,319.84,319.84,63.967999999999996
703,26.16,11,20,287.76,230.208,46.0416
704,56.43,9,5,507.87,482.4765,96.4953
705,30.21,19,5,573.99,545.2905,109.0581
706,31.42,2,15,62.84,53.414,10.6828
707,23.69,11,10,260.59000000000003,234.53100000000003,46.90620000000001
708,85.88,2,20,171.76,137.408,27.4816
709,47.0,7,10,329.0,296.1,59.220000000000006
710,92.38,11,15,1016.18,863.7529999999999,172.7506
711,22.27,17,15,378.59,321.8015,64.3603
712,13.01,2,10,26.02,23.418,4.6836
713,28.51,16,15,456.16,387.736,77.5472
714,46.99,19,15,892.8100000000001,758.8885,151.7777
715,31.31,14,5,438.34,416.42299999999994,83.2846
716,12.35,4,5,49.4,46.93,9.386000000000001
717,79.8,1,0,79.8,79.8,15.96
718,89.87,3,15,269.61,229.1685,45.8337
719,70.61,6,20,423.65999999999997,338.928,67.7856
720,62.6,3,0,187.8,187.8,37.56
721,25.83,10,20,258.29999999999995,206.64,41.328
722,92.91,6,5,557.46,529.587,105.9174
723,42.02,1,0,42.02,42.02,8.404000000000002
724,21.85,13,15,284.05,241.4425,48.2885
725,93.3,3,15,279.9,237.91499999999996,47.583
726,20.81,15,5,312.15,296.54249999999996,59.308499999999995
727,97.09,11,20,1067.99,854.392,170.87840000000003
728,29.02,9,15,261.18,222.003,44.4006
729,13.76,15,5,206.4,196.07999999999998,39.216
730,97.19,15,15,1457.85,1239.1725,247.8345
731,18.98,15,5,284.7,270.465,54.092999999999996
732,75.82,18,5,1364.7599999999998,1296.5219999999997,259.30439999999993
733,82.92,13,20,1077.96,862.368,172.47360000000003
734,95.8,3,15,287.4,244.28999999999996,48.858
735,56.26,17,5,956.42,908.5989999999999,181.7198
736,48.52,13,0,630.76,630.76,126.152
737,58.17,10,20,581.7,465.36000000000007,93.07200000000002
738,62.34,1,0,62.34,62.34,12.468000000000002
739,34.26,20,15,685.1999999999999,582.42,116.484
740,73.41,10,10,734.0999999999999,660.6899999999999,132.138
741,20.94,7,0,146.58,146.58,29.316000000000003
742,52.84,1,0,52.84,52.84,10.568000000000001
743,71.52,16,0,1144.32,1144.32,228.864
744,71.08,8,15,568.64,483.344,96.6688
745,25.48,8,20,203.84,163.072,32.6144
746,63.5,15,20,952.5,762.0,152.4
747,98.15,2,10,196.3,176.67000000000002,35.334
748,6.76,6,10,40.56,36.504000000000005,7.3008000000000015
749,99.63,8,10,797.04,717.336,143.46720000000002
750,24.73,15,5,370.95,352.4025,70.48049999999999
751,12.56,13,5,163.28,155.11599999999999,31.0232
752,80.73,18,5,1453.14,1380.483,276.0966
753,96.48,5,0,482.40000000000003,482.40000000000003,96.48000000000002
754,8.55,12,0,102.60000000000001,102.60000000000001,20.520000000000003
755,69.24,18,5,1246.32,1184.004,236.80079999999998
756,53.98,14,20,755.7199999999999,604.5759999999999,120.91519999999998
757,96.28,8,20,770.24,616.192,123.23840000000001
758,85.15,4,5,340.6,323.57,64.714
759,38.67,3,0,116.01,116.01,23.202
760,45.98,1,20,45.98,36.784,7.3568
761,84.29,20,15,1685.8000000000002,1432.93,286.586
762,11.12,19,0,211.27999999999997,211.27999999999997,42.256
763,45.75,2,10,91.5,82.35000000000001,16.470000000000002
764,94.56,17,10,1607.52,1446.768,289.35360000000003
765,47.46,8,0,379.68,379.68,75.936
766,44.63,6,10,267.78000000000003,241.00200000000004,48.20040000000001
767,77.41,6,20,464.46,371.568,74.3136
768,11.18,7,0,78.25999999999999,78.25999999999999,15.652
769,92.53,7,20,647.71,518.168,103.6336
770,60.39,19,5,1147.41,1090.0395,218.00790000000003
771,15.7,13,15,204.1,173.48499999999999,34.696999999999996
772,20.61,3,10,61.83,55.647,11.1294
773,6.44,16,5,103.04,97.888,19.577600000000004
774,48.84,6,5,293.04,278.38800000000003,55.67760000000001
775,28.35,2,5,56.7,53.865,10.773000000000001
776,27.14,16,5,434.24,412.52799999999996,82.5056
777,68.77,12,10,825.24,742.716,148.5432
778,22.06,17,15,375.02,318.767,63.7534
779,98.07,7,20,686.49,549.192,109.83840000000001
780,53.88,11,15,592.6800000000001,503.778,100.75560000000002
781,52.3,15,20,784.5,627.6,125.52000000000001
782,66.07,11,0,726.77,726.77,145.354
783,19.56,16,15,312.96,266.01599999999996,53.203199999999995
784,50.85,7,5,355.95,338.1525,67.6305
785,96.61,3,20,289.83,231.864,46.372800000000005
786,97.83,17,20,1663.11,1330.488,266.0976
787,28.33,8,10,226.64,203.976,40.7952
788,45.6,15,10,684.0,615.6,123.12
789,90.84,7,20,635.88,508.704,101.74080000000001
790,99.14,2,15,198.28,168.53799999999998,33.7076
791,96.32,1,15,96.32,81.87199999999999,16.374399999999998
792,53.96,14,10,755.44,679.8960000000001,135.97920000000002
793,98.7,3,0,296.1,296.1,59.220000000000006
794,20.82,13,10,270.66,243.59400000000002,48.71880000000001
795,54.85,12,5,658.2,625.29,125.05799999999999
796,66.94,19,15,1271.86,1081.081,216.2162
797,10.93,16,0,174.88,174.88,34.976
798,16.38,2,0,32.76,32.76,6.552
799,27.31,17,15,464.27,394.62949999999995,78.9259
800,28.68,9,0,258.12,258.12,51.624
801,58.46,20,0,1169.2,1169.2,233.84000000000003
802,84.58,5,0,422.9,422.9,84.58
803,89.41,4,5,357.64,339.758,67.9516
804,30.99,6,5,185.94,176.643,35.3286
805,54.8,4,5,219.2,208.23999999999998,41.647999999999996
806,64.18,6,10,385.08000000000004,346.57200000000006,69.31440000000002
807,54.24,15,20,813.6,650.8800000000001,130.17600000000002
808,32.37,4,20,129.48,103.584,20.716800000000003
809,61.28,16,15,980.48,833.408,166.6816
810,95.57,2,20,191.14,152.912,30.582400000000003
811,38.0,14,10,532.0,478.8,95.76
812,84.42,6,0,506.52,506.52,101.304
813,63.52,1,5,63.52,60.344,12.068800000000001
814,20.07,10,10,200.7,180.63,36.126
815,41.83,3,0,125.49,125.49,25.098
816,32.12,11,0,353.32,353.32,70.664
817,64.87,4,0,259.48,259.48,51.89600000000001
818,27.86,4,15,111.44,94.72399999999999,18.944799999999997
819,36.55,12,20,438.59999999999997,350.88,70.176
820,29.85,1,0,29.85,29.85,5.970000000000001
821,35.08,17,10,596.36,536.724,107.34480000000002
822,18.2,6,10,109.19999999999999,98.27999999999999,19.656
823,24.95,15,20,374.25,299.40000000000003,59.88000000000001
824,41.27,8,15,330.16,280.636,56.12720000000001
825,18.63,7,0,130.41,130.41,26.082
826,82.55,4,0,330.2,330.2,66.04
827,7.53,6,15,45.18,38.403,7.6806
828,99.32,4,20,397.28,317.824,63.564800000000005
829,7.61,15,5,114.15,108.4425,21.6885
830,34.93,12,20,419.15999999999997,335.328,67.0656
831,72.32,20,5,1446.3999999999999,1374.0799999999997,274.816
832,69.07,11,15,759.77,645.8045,129.1609
833,32.8,13,20,426.4,341.12,68.224
834,88.07,5,0,440.34999999999997,440.34999999999997,88.07
835,76.49,20,5,1529.8,1453.31,290.662
836,59.81,1,5,59.81,56.8195,11.363900000000001
837,61.37,1,5,61.37,58.3015,11.6603
838,84.11,14,20,1177.54,942.032,188.40640000000002
839,43.88,16,5,702.08,666.976,133.39520000000002
840,68.4,17,20,1162.8000000000002,930.2400000000002,186.04800000000006
841,97.82,3,0,293.46,293.46,58.692
842,37.48,15,0,562.1999999999999,562.1999999999999,112.44
843,84.88,13,5,1103.44,1048.268,209.6536
844,52.55,11,5,578.05,549.1474999999999,109.8295
845,21.4,1,0,21.4,21.4,4.28
846,21.69,7,15,151.83,129.0555,25.8111
847,56.17,15,20,842.5500000000001,674.0400000000001,134.80800000000002
848,29.97,4,0,119.88,119.88,23.976
849,20.29,2,5,40.58,38.550999999999995,7.7101999999999995
850,60.58,11,10,666.38,599.742,119.94839999999999
851,85.14,3,15,255.42000000000002,217.107,43.421400000000006
852,48.32,3,15,144.96,123.21600000000001,24.643200000000004
853,17.94,9,15,161.46,137.241,27.448200000000003
854,62.76,2,0,125.52,125.52,25.104
855,54.35,9,20,489.15000000000003,391.32000000000005,78.26400000000001
856,80.22,13,5,1042.86,990.7169999999999,198.14339999999999
857,28.09,14,10,393.26,353.934,70.78680000000001
858,52.71,7,10,368.97,332.07300000000004,66.41460000000001
859,11.04,3,20,33.12,26.496,5.2992
860,27.26,3,0,81.78,81.78,16.356
861,18.79,8,15,150.32,127.77199999999999,25.5544
862,35.0,5,20,175.0,140.0,28.0
863,29.28,17,20,497.76,398.208,79.64160000000001
864,51.76,14,0,724.64,724.64,144.928
865,59.54,2,10,119.08,107.172,21.4344
866,73.23,5,15,366.15000000000003,311.2275,62.24550000000001
867,96.11,9,0,864.99,864.99,172.99800000000002
868,80.26,16,5,1284.16,1219.952,243.99040000000002
869,24.14,6,20,144.84,115.87200000000001,23.174400000000006
870,62.09,1,20,62.09,49.672000000000004,9.934400000000002
871,27.91,13,5,362.83,344.6885,68.93769999999999
872,9.64,13,15,125.32000000000001,106.522,21.3044
873,78.27,9,10,704.43,633.987,126.7974
874,6.07,7,10,42.49,38.241,7.6482
875,87.56,17,20,1488.52,1190.816,238.16320000000002
876,59.9,16,15,958.4,814.64,162.928
877,73.73,12,0,884.76,884.76,176.952
878,41.11,3,20,123.33,98.664,19.7328
879,52.07,17,5,885.19,840.9305,168.1861
880,39.77,17,10,676.09,608.481,121.6962
881,23.97,4,20,95.88,76.704,15.3408
882,12.82,6,5,76.92,73.074,14.6148
883,53.66,10,0,536.5999999999999,536.5999999999999,107.32
884,60.17,10,15,601.7,511.44500000000005,102.28900000000002
885,56.75,14,10,794.5,715.0500000000001,143.01000000000002
886,52.36,7,0,366.52,366.52,73.304
887,61.15,8,5,489.2,464.73999999999995,92.948
888,50.91,8,0,407.28,407.28,81.456
889,80.46,10,20,804.5999999999999,643.68,128.736
890,78.61,7,20,550.27,440.216,88.04320000000001
891,36.32,11,20,399.52,319.616,63.9232
892,92.02,9,15,828.18,703.953,140.7906
893,8.1,20,5,162.0,153.9,30.78
894,14.75,2,0,29.5,29.5,5.9
895,91.63,2,0,183.26,183.26,36.652
896,14.06,18,10,253.08,227.77200000000002,45.55440000000001
897,65.34,2,15,130.68,111.078,22.215600000000002
898,7.59,15,0,113.85,113.85,22.77
899,25.19,17,5,428.23,406.8185,81.3637
900,96.1,4,5,384.4,365.17999999999995,73.03599999999999
901,26.32,9,15,236.88,201.34799999999998,40.2696
902,84.65,10,15,846.5,719.525,143.905
903,66.59,7,5,466.13,442.82349999999997,88.5647
904,78.4,18,20,1411.2,1128.96,225.79200000000003
905,81.75,10,0,817.5,817.5,163.5
906,48.12,1,20,48.12,38.496,7.699200000000001
907,12.82,5,15,64.1,54.48499999999999,10.896999999999998
908,78.18,11,5,859.98,816.981,163.39620000000002
909,28.28,9,15,254.52,216.342,43.26840000000001
910,45.71,19,10,868.49,781.6410000000001,156.32820000000004
911,92.72,18,20,1668.96,1335.1680000000001,267.03360000000004
912,57.0,20,15,1140.0,969.0,193.8
913,47.91,9,0,431.18999999999994,431.18999999999994,86.238
914,69.75,8,20,558.0,446.40000000000003,89.28000000000002
915,76.48,8,15,611.84,520.064,104.0128
916,78.3,13,15,1017.9,865.2149999999999,173.043
917,75.38,19,10,1432.2199999999998,1288.9979999999998,257.7996
918,35.07,6,5,210.42000000000002,199.899,39.979800000000004
919,8.62,4,15,34.48,29.307999999999996,5.861599999999999
920,49.6,16,5,793.6,753.92,150.784
921,47.1,14,15,659.4,560.49,112.09800000000001
922,63.35,12,15,760.2,646.1700000000001,129.234
923,59.91,1,15,59.91,50.9235,10.1847
924,58.91,9,15,530.1899999999999,450.66149999999993,90.13229999999999
925,79.04,16,5,1264.64,1201.4080000000001,240.28160000000003
926,44.36,13,10,576.68,519.012,103.80239999999999
927,57.19,19,5,1086.61,1032.2794999999999,206.45589999999999
928,37.74,20,10,754.8000000000001,679.32,135.864
929,11.39,13,5,148.07,140.66649999999998,28.1333
930,53.1,9,20,477.90000000000003,382.32000000000005,76.46400000000001
931,20.42,15,15,306.3,260.355,52.071000000000005
932,65.64,17,20,1115.88,892.7040000000002,178.54080000000005
933,25.6,4,10,102.4,92.16000000000001,18.432000000000002
934,62.5,8,15,500.0,425.0,85.0
935,73.16,18,0,1316.8799999999999,1316.8799999999999,263.376
936,23.18,17,5,394.06,374.35699999999997,74.8714
937,62.42,2,0,124.84,124.84,24.968000000000004
938,78.0,1,20,78.0,62.400000000000006,12.480000000000002
939,23.75,9,20,213.75,171.0,34.2
940,30.95,15,15,464.25,394.6125,78.92250000000001
941,71.76,10,10,717.6,645.84,129.168
942,23.67,5,0,118.35000000000001,118.35000000000001,23.67
943,13.54,14,0,189.56,189.56,37.912
944,96.62,9,0,869.58,869.58,173.91600000000003
945,6.92,6,15,41.519999999999996,35.291999999999994,7.058399999999999
946,21.66,2,0,43.32,43.32,8.664
947,58.45,1,10,58.45,52.605000000000004,10.521
948,7.56,19,15,143.64,122.09399999999998,24.418799999999997
949,18.47,6,0,110.82,110.82,22.164
950,94.49,10,10,944.9,850.41,170.082
951,80.67,17,0,1371.39,1371.39,274.278
952,84.73,1,10,84.73,76.257,15.251400000000002
953,47.05,2,0,94.1,94.1,18.82
954,74.25,11,15,816.75,694.2375,138.8475
955,28.93,15,0,433.95,433.95,86.79
956,49.97,10,5,499.7,474.715,94.943
957,72.89,1,10,72.89,65.601,13.1202
958,77.37,8,15,618.96,526.116,105.2232
959,97.19,13,15,1263.47,1073.9495,214.7899
960,53.96,3,0,161.88,161.88,32.376
961,75.62,9,20,680.58,544.464,108.89280000000002
962,44.55,4,0,178.2,178.2,35.64
963,94.53,20,15,1890.6,1607.01,321.40200000000004
964,69.25,15,0,1038.75,1038.75,207.75
965,40.34,15,5,605.1,574.845,114.96900000000001
966,33.21,16,5,531.36,504.792,100.9584
967,68.49,2,15,136.98,116.43299999999999,23.2866
968,6.28,7,0,43.96,43.96,8.792
969,71.76,17,0,1219.92,1219.92,243.98400000000004
970,12.7,11,20,139.7,111.75999999999999,22.352
971,19.8,15,20,297.0,237.60000000000002,47.52000000000001
972,66.55,9,10,598.9499999999999,539.055,107.81099999999999
973,8.17,4,10,32.68,29.412,5.8824000000000005
974,47.43,18,15,853.74,725.679,145.1358
975,13.11,20,5,262.2,249.08999999999997,49.818
976,58.13,8,20,465.04,372.03200000000004,74.4064
977,35.66,7,0,249.61999999999998,249.61999999999998,49.924
978,64.31,20,5,1286.2,1221.8899999999999,244.378
979,64.08,7,20,448.56,358.848,71.76960000000001
980,41.37,14,0,579.18,579.18,115.836
981,43.08,2,0,86.16,86.16,17.232
982,93.22,8,20,745.76,596.6080000000001,119.32160000000002
983,75.32,2,0,150.64,150.64,30.128
984,88.74,11,5,976.14,927.333,185.4666
985,74.75,19,15,1420.25,1207.2124999999999,241.4425
986,30.17,3,20,90.51,72.408,14.4816
987,29.36,13,5,381.68,362.596,72.5192
988,43.02,5,5,215.10000000000002,204.345,40.869
989,24.98,7,0,174.86,174.86,34.972
990,55.9,1,10,55.9,50.31,10.062000000000001
991,10.41,11,20,114.51,91.608,18.3216
992,60.51,15,5,907.65,862.2674999999999,172.4535
993,35.36,1,10,35.36,31.824,6.364800000000001
994,91.89,19,0,1745.91,1745.91,349.182
995,52.1,17,10,885.7,797.1300000000001,159.42600000000004
996,55.28,19,5,1050.32,997.8039999999999,199.56079999999997
997,23.36,17,20,397.12,317.696,63.53920000000001
998,14.93,12,15,179.16,152.286,30.4572
999,59.27,17,10,1007.59,906.831,181.36620000000002
1000,34.56,10,0,345.6,345.6,69.12
1001,58.42,15,10,876.3000000000001,788.6700000000001,157.73400000000004
1002,15.42,13,0,200.46,200.46,40.092000000000006
1003,25.54,12,10,306.48,275.83200000000005,55.16640000000001
1004,15.14,20,15,302.8,257.38,51.476
1005,17.71,5,20,88.55000000000001,70.84000000000002,14.168000000000005
1006,77.38,3,20,232.14,185.712,37.1424
1007,93.24,4,10,372.96,335.664,67.1328
1008,12.26,18,5,220.68,209.646,41.9292
1009,79.69,13,20,1035.97,828.7760000000001,165.75520000000003
1010,56.19,4,10,224.76,202.284,40.4568
1011,13.74,5,15,68.7,58.395,11.679000000000002
1012,97.67,8,5,781.36,742.292,148.4584
1013,19.43,6,15,116.58,99.09299999999999,19.8186
1014,84.25,15,0,1263.75,1263.75,252.75
1015,34.42,1,0,34.42,34.42,6.884
1016,33.93,5,0,169.65,169.65,33.93
1017,81.39,2,15,162.78,138.363,27.672600000000003
1018,99.74,19,15,1895.06,1610.801,322.16020000000003
1019,22.79,18,20,410.21999999999997,328.176,65.6352
1020,78.95,17,20,1342.15,1073.72,214.74400000000003
1021,5.39,17,20,91.63,73.304,14.660800000000002
1022,92.67,18,5,1668.06,1584.657,316.9314
1023,39.57,15,5,593.55,563.8725,112.77449999999999
1024,44.72,4,10,178.88,160.992,32.1984
1025,54.24,14,5,759.36,721.3919999999999,144.2784
1026,72.5,13,20,942.5,754.0,150.8
1027,31.96,5,15,159.8,135.83,27.166000000000004
1028,69.82,15,15,1047.3,890.2049999999999,178.041
1029,28.28,6,20,169.68,135.744,27.1488
1030,9.96,20,20,199.20000000000002,159.36,31.872000000000003
1031,48.64,10,15,486.4,413.44,82.688
1032,85.99,17,10,1461.83,1315.647,263.1294
1033,13.76,11,5,151.35999999999999,143.79199999999997,28.758399999999995
1034,90.59,13,10,1177.67,1059.903,211.9806
1035,72.46,12,0,869.52,869.52,173.904
1036,89.19,1,10,89.19,80.271,16.0542
1037,14.18,7,15,99.25999999999999,84.371,16.8742
1038,62.1,16,15,993.6,844.56,168.912
1039,53.48,4,5,213.92,203.224,40.644800000000004
1040,11.27,18,20,202.85999999999999,162.288,32.457600000000006
1041,31.98,16,15,511.68,434.928,86.9856
1042,78.99,8,15,631.92,537.132,107.4264
1043,97.98,12,0,1175.76,1175.76,235.15200000000002
1044,24.45,18,15,440.09999999999997,374.085,74.817
1045,91.18,7,15,638.26,542.521,108.5042
1046,7.07,5,15,35.35,30.0475,6.0095
1047,80.81,14,10,1131.3400000000001,1018.2060000000001,203.64120000000003
1048,64.02,5,20,320.09999999999997,256.08,51.216
1049,56.31,6,5,337.86,320.967,64.1934
1050,72.54,8,0,580.32,580.32,116.06400000000002
1051,10.43,18,20,187.74,150.192,30.038400000000003
1052,52.28,2,5,104.56,99.332,19.8664
1053,41.97,15,20,629.55,503.64,100.72800000000001
1054,68.12,2,15,136.24,115.804,23.160800000000002
1055,83.23,12,15,998.76,848.946,169.78920000000002
1056,93.35,13,0,1213.55,1213.55,242.71
1057,42.26,18,5,760.68,722.646,144.5292
1058,18.56,16,20,296.96,237.56799999999998,47.5136
1059,33.51,5,15,167.54999999999998,142.4175,28.4835
1060,14.96,5,10,74.80000000000001,67.32000000000001,13.464000000000002
1061,36.33,4,5,145.32,138.05399999999997,27.610799999999998
1062,60.24,1,10,60.24,54.216,10.843200000000001
1063,49.94,7,20,349.58,279.664,55.9328
1064,86.51,11,15,951.61,808.8685,161.77370000000002
1065,35.21,16,10,563.36,507.024,101.40480000000001
1066,64.21,14,20,898.9399999999999,719.152,143.83040000000003
1067,34.23,3,0,102.69,102.69,20.538
1068,32.18,20,5,643.6,611.42,122.28399999999999
1069,59.73,5,10,298.65,268.78499999999997,53.757
1070,12.62,10,20,126.19999999999999,100.96,20.192
1071,45.14,9,10,406.26,365.634,73.1268
1072,5.62,13,10,73.06,65.754,13.150800000000002
1073,51.84,16,0,829.44,829.44,165.88800000000003
1074,23.55,9,0,211.95000000000002,211.95000000000002,42.39000000000001
1075,53.64,11,15,590.04,501.53399999999993,100.3068
1076,41.93,17,0,712.81,712.81,142.56199999999998
1077,87.33,16,5,1397.28,1327.416,265.4832
1078,60.12,5,20,300.59999999999997,240.48,48.096000000000004
1079,35.17,18,0,633.0600000000001,633.0600000000001,126.61200000000002
1080,79.82,2,0,159.64,159.64,31.927999999999997
1081,43.41,19,20,824.79,659.832,131.9664
1082,23.0,15,10,345.0,310.5,62.1
1083,30.92,3,0,92.76,92.76,18.552000000000003
1084,93.16,10,5,931.5999999999999,885.0199999999999,177.004
1085,5.45,9,20,49.050000000000004,39.24000000000001,7.8480000000000025
1086,56.88,8,15,455.04,386.784,77.3568
1087,30.8,18,0,554.4,554.4,110.88
1088,8.43,1,15,8.43,7.1655,1.4331
1089,11.33,3,15,33.99,28.8915,5.778300000000001
1090,10.97,20,5,219.4,208.43,41.68600000000001
1091,74.76,19,5,1420.44,1349.418,269.8836
1092,37.27,2,5,74.54,70.813,14.162600000000001
1093,86.32,5,0,431.59999999999997,431.59999999999997,86.32
1094,88.64,18,20,1595.52,1276.4160000000002,255.28320000000005
1095,5.14,8,10,41.12,37.007999999999996,7.401599999999999
1096,6.55,9,5,58.949999999999996,56.00249999999999,11.200499999999998
1097,19.02,11,15,209.22,177.837,35.5674
1098,70.79,4,20,283.16,226.52800000000002,45.305600000000005
1099,38.73,20,10,774.5999999999999,697.14,139.428
1100,43.05,5,20,215.25,172.20000000000002,34.440000000000005
1101,66.66,16,10,1066.56,959.904,191.98080000000002
1102,53.68,2,10,107.36,96.624,19.3248
1103,80.24,18,0,1444.32,1444.32,288.864
1104,32.33,5,0,161.64999999999998,161.64999999999998,32.33
1105,37.29,15,10,559.35,503.415,100.683
1106,22.11,11,15,243.20999999999998,206.72849999999997,41.345699999999994
1107,8.04,15,15,120.6,102.50999999999999,20.502
1108,44.94,1,5,44.94,42.693,8.5386
1109,32.89,4,0,131.56,131.56,26.312
1110,88.54,13,10,1151.02,1035.9180000000001,207.18360000000004
1111,81.33,10,20,813.3,650.64,130.12800000000001
1112,75.38,19,5,1432.2199999999998,1360.6089999999997,272.12179999999995
1113,20.2,5,10,101.0,90.9,18.180000000000003
1114,80.39,3,20,241.17000000000002,192.93600000000004,38.58720000000001
1115,51.28,4,5,205.12,194.864,38.97280000000001
1116,29.48,20,5,589.6,560.12,112.024
1117,72.84,7,10,509.88,458.892,91.7784
1118,53.87,14,15,754.18,641.053,128.2106
1119,60.55,10,0,605.5,605.5,121.10000000000001
1120,42.62,14,0,596.68,596.68,119.336
1121,71.38,15,10,1070.6999999999998,963.6299999999999,192.726
1122,86.88,13,0,1129.44,1129.44,225.88800000000003
1123,47.57,11,10,523.27,470.943,94.18860000000001
1124,98.51,5,0,492.55,492.55,98.51
1125,24.28,5,20,121.4,97.12,19.424000000000003
1126,77.15,2,20,154.3,123.44000000000001,24.688000000000002
1127,98.55,20,5,1971.0,1872.4499999999998,374.49
1128,40.29,8,15,322.32,273.972,54.794399999999996
1129,33.69,12,5,404.28,384.066,76.8132
1130,19.29,9,0,173.60999999999999,173.60999999999999,34.722
1131,34.62,15,10,519.3,467.36999999999995,93.47399999999999
1132,35.9,11,0,394.9,394.9,78.98
1133,35.0,17,10,595.0,535.5,107.10000000000001
